Date,Draw,Numbers,Bonus
2013-09-17,402,"11,18,22,27,29",11
2013-09-13,401,"8,19,27,30,40",18
2013-09-10,400,"6,13,16,22,32",1
2013-09-06,399,"15,16,24,29,40",10
2013-09-03,398,"17,28,32,33,36",14
2013-08-30,397,"9,13,17,38,41",1
2013-08-27,396,"4,23,24,35,43",20
2013-08-23,395,"3,10,22,25,27",3
2013-08-20,394,"10,18,35,41,43",16
2013-08-16,393,"13,15,18,21,45",9
2013-08-13,392,"12,15,32,42,44",16
2013-08-09,391,"10,22,23,31,45",16
2013-08-06,390,"10,12,25,37,41",3
2013-08-02,389,"1,2,13,29,34",18
2013-07-30,388,"3,4,5,20,44",9
2013-07-26,387,"1,5,8,21,30",16
2013-07-23,386,"6,8,12,19,36",6
2013-07-19,385,"6,12,28,33,42",16
2013-07-16,384,"5,7,8,31,37",18
2013-07-12,383,"7,15,30,33,43",12
2013-07-09,382,"1,6,26,30,37",10
2013-07-05,381,"6,25,26,42,44",12
2013-07-02,380,"7,12,13,18,20",1
2013-06-28,379,"3,9,27,32,41",1
2013-06-25,378,"2,6,18,30,34",12
2013-06-21,377,"7,26,35,36,42",18
2013-06-18,376,"1,5,13,14,16",3
2013-06-14,375,"15,23,31,32,35",9
2013-06-11,374,"6,17,22,34,36",20
2013-06-07,373,"14,15,19,35,38",4
2013-06-04,372,"17,25,28,34,40",12
2013-05-31,371,"3,7,19,34,44",2
2013-05-28,370,"25,26,29,31,34",14
2013-05-24,369,"3,10,15,30,38",3
2013-05-21,368,"10,11,17,37,44",18
2013-05-17,367,"13,19,20,22,43",2
2013-05-14,366,"1,13,19,29,37",1
2013-05-10,365,"2,4,16,18,26",5
2013-05-07,364,"4,5,21,37,38",6
2013-05-03,363,"10,19,21,27,40",3
2013-04-30,362,"12,24,28,31,32",2
2013-04-26,361,"13,16,30,43,44",9
2013-04-23,360,"8,12,15,21,26",17
2013-04-19,359,"10,13,26,28,39",2
2013-04-16,358,"8,12,29,32,44",19
2013-04-12,357,"5,12,36,37,40",7
2013-04-09,356,"8,9,20,38,39",19
2013-04-05,355,"4,9,17,22,23",6
2013-04-02,354,"4,6,8,11,13",13
2013-03-26,353,"1,18,31,37,40",13
2013-03-22,352,"1,5,7,9,14",15
2013-03-19,351,"5,7,11,25,35",18
2013-03-15,350,"22,23,29,35,38",7
2013-03-12,349,"1,6,26,35,42",6
2013-03-08,348,"8,19,24,34,37",15
2013-03-05,347,"9,12,22,26,38",4
2013-03-01,346,"13,30,33,35,45",3
2013-02-26,345,"1,7,14,21,32",7
2013-02-22,344,"4,16,28,32,42",19
2013-02-19,343,"1,5,6,31,42",20
2013-02-15,342,"3,13,26,28,34",3
2013-02-12,341,"2,20,38,39,45",5
2013-02-08,340,"22,25,36,38,44",3
2013-02-05,339,"5,18,22,28,29",20
2013-02-01,338,"23,27,32,43,44",20
2013-01-29,337,"9,21,29,37,38",14
2013-01-25,336,"7,15,20,23,25",12
2013-01-22,335,"3,10,11,28,31",16
2013-01-18,334,"13,19,29,35,39",11
2013-01-15,333,"12,17,22,36,37",2
2013-01-11,332,"1,4,14,20,33",4
2013-01-08,331,"8,11,12,23,24",16
2013-01-04,330,"10,18,21,38,44",4
2013-01-01,329,"1,4,13,21,30",18
2012-12-28,328,"1,12,14,32,36",16
2012-12-21,327,"13,14,19,23,37",3
2012-12-18,326,"13,34,36,37,39",16
2012-12-14,325,"5,13,20,29,35",14
2012-12-11,324,"11,16,25,28,33",1
2012-12-07,323,"4,17,33,42,45",10
2012-12-04,322,"5,11,20,34,45",20
2012-11-30,321,"6,25,33,42,44",14
2012-11-27,320,"9,17,30,34,44",18
2012-11-23,319,"5,33,34,37,42",5
2012-11-20,318,"3,17,26,28,33",1
2012-11-16,317,"1,4,6,14,15",12
2012-11-13,316,"5,7,13,18,19",8
2012-11-09,315,"7,14,17,27,40",16
2012-11-06,314,"9,17,18,37,41",9
2012-11-02,313,"4,11,25,26,41",12
2012-10-30,312,"5,16,20,41,42",20
2012-10-26,311,"1,8,12,19,34",18
2012-10-23,310,"8,23,24,31,42",6
2012-10-19,309,"14,17,23,35,39",3
2012-10-16,308,"7,9,11,29,41",8
2012-10-12,307,"5,10,17,35,41",16
2012-10-09,306,"3,5,6,22,26",17
2012-10-05,305,"1,9,11,39,40",18
2012-10-02,304,"11,18,23,31,45",13
2012-09-28,303,"1,6,7,40,41",17
2012-09-25,302,"2,28,32,34,45",17
2012-09-21,301,"13,16,24,39,43",4
2012-09-18,300,"1,27,37,40,42",16
2012-09-14,299,"15,18,26,33,41",7
2012-09-11,298,"13,32,34,36,45",10
2012-09-07,297,"9,14,17,34,41",17
2012-09-04,296,"6,15,19,30,45",14
2012-08-31,295,"5,7,9,20,29",20
2012-08-28,294,"1,7,8,11,40",1
2012-08-24,293,"3,9,14,24,26",3
2012-08-21,292,"14,16,19,38,43",3
2012-08-17,291,"13,15,19,40,42",12
2012-08-14,290,"5,21,26,28,33",19
2012-08-10,289,"2,9,26,27,45",1
2012-08-07,288,"13,20,21,26,44",8
2012-08-03,287,"2,10,22,35,41",16
2012-07-31,286,"7,14,23,27,32",20
2012-07-27,285,"6,8,15,18,38",15
2012-07-24,284,"2,5,7,15,21",6
2012-07-20,283,"5,20,24,33,41",3
2012-07-17,282,"1,4,20,23,34",16
2012-07-13,281,"4,11,16,27,38",17
2012-07-10,280,"8,9,15,23,36",11
2012-07-06,279,"3,10,12,34,36",17
2012-07-03,278,"16,19,37,38,39",13
2012-06-29,277,"2,4,6,19,31",20
2012-06-26,276,"2,17,22,39,44",20
2012-06-22,275,"3,7,17,21,27",2
2012-06-19,274,"12,21,27,36,45",17
2012-06-15,273,"2,21,22,24,41",17
2012-06-12,272,"2,16,22,36,43",19
2012-06-08,271,"14,15,32,36,40",7
2012-06-05,270,"9,10,26,32,33",7
2012-06-01,269,"9,12,15,28,32",14
2012-05-29,268,"2,6,8,30,44",10
2012-05-25,267,"1,9,19,26,32",17
2012-05-22,266,"1,3,22,31,38",11
2012-05-18,265,"2,14,20,32,36",1
2012-05-15,264,"4,7,8,19,25",12
2012-05-11,263,"6,7,17,20,23",17
2012-05-08,262,"4,9,10,16,20",4
2012-05-04,261,"1,6,16,34,40",18
2012-05-01,260,"12,17,24,30,36",14
2012-04-27,259,"4,6,12,23,38",18
2012-04-24,258,"3,5,22,31,45",5
2012-04-20,257,"13,20,24,25,29",11
2012-04-17,256,"14,15,29,30,34",7
2012-04-13,255,"2,9,23,43,44",17
2012-04-10,254,"13,28,30,41,43",11
2012-04-03,253,"4,11,12,17,42",15
2012-03-30,252,"3,5,10,18,39",18
2012-03-27,251,"8,11,23,44,45",2
2012-03-23,250,"6,15,23,39,45",19
2012-03-20,249,"9,14,21,28,44",12
2012-03-16,248,"14,18,37,41,44",3
2012-03-13,247,"3,6,26,32,37",4
2012-03-09,246,"2,21,22,29,40",11
2012-03-06,245,"1,35,36,37,45",7
2012-03-02,244,"13,24,41,43,45",19
2012-02-28,243,"16,24,26,32,45",1
2012-02-24,242,"17,21,26,40,45",15
2012-02-21,241,"25,27,28,32,43",18
2012-02-17,240,"8,26,31,38,45",7
2012-02-14,239,"20,30,31,32,44",17
2012-02-10,238,"6,19,23,29,35",3
2012-02-07,237,"2,11,14,38,45",13
2012-02-03,236,"7,9,14,15,43",15
2012-01-31,235,"12,15,25,32,41",15
2012-01-27,234,"2,7,28,36,39",5
2012-01-24,233,"4,7,11,26,36",5
2012-01-20,232,"10,15,22,29,35",18
2012-01-17,231,"13,19,26,43,45",9
2012-01-13,230,"15,20,23,25,40",10
2012-01-10,229,"18,20,24,26,40",13
2012-01-06,228,"1,21,29,32,34",20
2012-01-03,227,"3,5,8,17,41",6
2011-12-30,226,"11,15,20,33,37",16
2011-12-27,225,"10,12,17,24,26",3
2011-12-23,224,"7,13,21,22,40",20
2011-12-20,223,"20,21,25,37,40",5
2011-12-16,222,"14,26,28,33,45",11
2011-12-13,221,"14,16,22,32,35",13
2011-12-09,220,"1,3,18,36,37",11
2011-12-06,219,"6,15,16,28,41",1
2011-12-02,218,"5,6,25,38,40",16
2011-11-29,217,"12,27,28,32,34",5
2011-11-25,216,"23,26,29,41,44",14
2011-11-22,215,"5,24,29,34,44",18
2011-11-18,214,"9,24,36,37,45",14
2011-11-15,213,"8,18,30,38,44",5
2011-11-11,212,"1,6,7,10,35",14
2011-11-08,211,"8,10,11,15,45",20
2011-11-04,210,"9,25,31,34,42",10
2011-11-01,209,"13,23,34,39,43",7
2011-10-28,208,"3,15,36,37,41",6
2011-10-25,207,"11,12,20,35,38",1
2011-10-21,206,"2,16,23,39,42",9
2011-10-18,205,"2,8,12,15,32",13
2011-10-14,204,"15,20,21,31,35",5
2011-10-11,203,"8,10,24,39,43",8
2011-10-07,202,"33,36,38,40,44",4
2011-10-04,201,"8,10,26,40,42",4
2011-09-30,200,"11,21,24,28,35",17
2011-09-27,199,"1,7,8,22,40",18
2011-09-23,198,"5,22,24,25,27",5
2011-09-20,197,"8,10,23,31,38",8
2011-09-16,196,"2,3,4,28,38",20
2011-09-13,195,"5,11,17,28,44",20
2011-09-09,194,"10,18,23,36,40",4
2011-09-06,193,"1,2,5,30,40",3
2011-09-02,192,"15,25,34,43,45",1
2011-08-30,191,"4,5,19,37,38",15
2011-08-26,190,"10,18,20,36,39",13
2011-08-23,189,"4,17,20,22,31",13
2011-08-19,188,"5,14,19,21,28",11
2011-08-16,187,"3,10,16,21,22",9
2011-08-12,186,"2,8,39,41,43",16
2011-08-09,185,"31,37,38,43,45",15
2011-08-05,184,"5,9,10,21,44",10
2011-08-02,183,"3,9,16,27,31",13
2011-07-29,182,"7,12,23,40,42",2
2011-07-26,181,"18,26,28,34,36",3
2011-07-22,180,"13,22,25,26,35",13
2011-07-19,179,"2,14,15,18,29",20
2011-07-15,178,"9,16,19,24,28",19
2011-07-12,177,"10,16,28,34,45",6
2011-07-08,176,"5,22,30,32,33",18
2011-07-05,175,"2,30,31,34,42",5
2011-07-01,174,"2,9,31,35,37",4
2011-06-28,173,"2,16,25,37,41",12
2011-06-24,172,"6,18,28,31,36",20
2011-06-21,171,"2,8,28,30,35",13
2011-06-17,170,"15,23,33,44,45",6
2011-06-14,169,"11,16,34,39,40",11
2011-06-10,168,"13,24,26,30,42",16
2011-06-07,167,"10,16,24,32,35",7
2011-06-03,166,"6,30,31,33,36",16
2011-05-31,165,"7,8,13,33,35",17
2011-05-27,164,"7,16,22,34,45",17
2011-05-24,163,"13,16,21,41,45",18
2011-05-20,162,"3,7,10,31,42",6
2011-05-17,161,"13,16,24,26,27",10
2011-05-13,160,"4,10,11,32,38",6
2011-05-10,159,"1,17,31,41,43",1
2011-05-06,158,"4,9,20,38,45",2
2011-05-03,157,"8,10,11,33,34",17
2011-04-29,156,"1,15,39,41,45",7
2011-04-26,155,"12,16,25,37,45",7
2011-04-19,154,"8,14,15,16,38",2
2011-04-15,153,"8,15,18,25,37",5
2011-04-12,152,"7,20,27,35,37",10
2011-04-08,151,"1,14,37,39,40",3
2011-04-05,150,"16,23,25,33,34",9
2011-04-01,149,"1,12,23,36,42",18
2011-03-29,148,"3,15,17,24,38",13
2011-03-25,147,"13,16,25,36,39",8
2011-03-22,146,"8,15,24,39,41",8
2011-03-18,145,"8,28,36,40,42",4
2011-03-15,144,"12,22,32,36,43",10
2011-03-11,143,"5,34,39,43,45",8
2011-03-08,142,"17,21,31,34,41",4
2011-03-04,141,"7,13,18,34,44",20
2011-03-01,140,"1,7,24,28,37",15
2011-02-25,139,"3,24,31,37,41",2
2011-02-22,138,"4,10,12,33,35",16
2011-02-18,137,"2,7,12,17,31",17
2011-02-15,136,"1,17,23,41,42",17
2011-02-11,135,"14,25,27,31,34",10
2011-02-08,134,"14,20,22,34,35",8
2011-02-04,133,"11,12,16,31,37",3
2011-02-01,132,"2,5,29,39,41",7
2011-01-28,131,"5,9,11,22,37",7
2011-01-25,130,"3,9,12,18,38",9
2011-01-21,129,"6,13,18,19,22",10
2011-01-18,128,"5,10,36,41,44",18
2011-01-14,127,"8,16,21,36,42",4
2011-01-11,126,"14,15,22,27,37",7
2011-01-07,125,"9,12,26,29,34",12
2011-01-04,124,"2,12,18,30,38",10
2010-12-31,123,"3,21,23,32,35",7
2010-12-28,122,"5,6,7,9,17",11
2010-12-24,121,"26,30,31,33,40",3
2010-12-21,120,"19,25,31,39,40",14
2010-12-17,119,"1,7,8,17,30",17
2010-12-14,118,"12,30,31,32,35",4
2010-12-10,117,"6,13,18,24,41",7
2010-12-07,116,"12,28,30,44,45",9
2010-12-03,115,"19,24,37,43,45",10
2010-11-30,114,"3,6,11,12,25",9
2010-11-26,113,"12,17,22,25,34",19
2010-11-23,112,"2,9,10,33,43",6
2010-11-19,111,"1,17,19,26,32",4
2010-11-16,110,"4,28,32,38,40",2
2010-11-12,109,"4,8,11,16,40",17
2010-11-09,108,"6,22,29,35,45",8
2010-11-05,107,"1,4,25,26,32",10
2010-11-02,106,"12,13,21,22,29",9
2010-10-29,105,"10,31,32,39,45",10
2010-10-26,104,"13,28,32,35,36",8
2010-10-22,103,"10,15,16,22,36",1
2010-10-19,102,"9,11,17,35,38",16
2010-10-15,101,"4,14,26,34,44",12
2010-10-12,100,"1,17,18,19,44",14
2010-10-08,99,"3,7,16,21,40",3
2010-10-05,98,"3,15,25,32,38",4
2010-10-01,97,"16,22,28,30,31",20
2010-09-28,96,"1,3,4,5,40",15
2010-09-24,95,"1,5,10,16,19",8
2010-09-21,94,"31,33,36,40,42",13
2010-09-17,93,"2,19,28,42,44",5
2010-09-14,92,"3,23,29,33,40",2
2010-09-10,91,"1,17,19,33,38",1
2010-09-07,90,"3,25,37,42,44",10
2010-09-03,89,"12,17,37,41,43",8
2010-08-31,88,"12,27,37,41,44",20
2010-08-27,87,"7,8,26,36,42",20
2010-08-24,86,"6,23,27,33,44",16
2010-08-20,85,"15,21,24,32,44",11
2010-08-17,84,"11,17,30,35,45",20
2010-08-13,83,"8,9,10,31,39",12
2010-08-10,82,"9,19,31,33,45",16
2010-08-06,81,"1,3,13,22,29",18
2010-08-03,80,"1,6,15,35,44",20
2010-07-30,79,"2,9,21,25,37",12
2010-07-27,78,"2,7,19,24,30",20
2010-07-23,77,"18,23,24,33,37",15
2010-07-20,76,"1,21,27,32,36",9
2010-07-16,75,"13,20,42,44,45",12
2010-07-13,74,"5,11,13,20,30",15
2010-07-09,73,"12,15,18,20,25",13
2010-07-06,72,"7,8,21,39,41",9
2010-07-02,71,"2,6,7,9,31",7
2010-06-29,70,"5,8,9,23,35",9
2010-06-25,69,"13,23,31,40,42",11
2010-06-22,68,"16,23,36,40,45",19
2010-06-18,67,"6,8,9,11,22",15
2010-06-15,66,"13,25,34,40,41",7
2010-06-11,65,"12,14,18,23,42",13
2010-06-08,64,"7,8,23,30,39",6
2010-06-04,63,"1,16,20,27,33",13
2010-06-01,62,"2,5,12,23,45",15
2010-05-28,61,"2,9,24,26,42",2
2010-05-25,60,"4,15,21,30,32",8
2010-05-21,59,"2,14,25,30,40",2
2010-05-18,58,"6,17,25,29,42",6
2010-05-14,57,"6,8,15,32,42",7
2010-05-11,56,"4,14,17,42,44",13
2010-05-07,55,"10,18,25,26,34",15
2010-05-04,54,"9,17,28,36,43",4
2010-04-30,53,"1,11,30,35,44",15
2010-04-27,52,"13,14,23,24,27",1
2010-04-23,51,"12,18,43,44,45",5
2010-04-20,50,"7,20,26,32,39",3
2010-04-16,49,"7,19,21,37,40",18
2010-04-13,48,"15,18,28,42,45",5
2010-04-09,47,"2,16,27,30,31",15
2010-04-06,46,"2,13,19,38,42",16
2010-03-30,45,"9,27,30,35,42",17
2010-03-26,44,"25,30,33,36,44",15
2010-03-23,43,"1,6,9,10,15",11
2010-03-19,42,"7,11,33,44,45",3
2010-03-16,41,"16,32,40,42,45",16
2010-03-12,40,"8,14,18,22,28",10
2010-03-09,39,"3,6,11,28,45",15
2010-03-05,38,"10,11,12,22,38",10
2010-03-02,37,"1,12,15,36,43",6
2010-02-26,36,"4,9,14,23,37",8
2010-02-23,35,"4,12,18,34,41",14
2010-02-19,34,"7,8,10,22,35",4
2010-02-16,33,"22,23,30,33,44",9
2010-02-12,32,"6,32,36,38,45",1
2010-02-09,31,"10,18,26,36,45",19
2010-02-05,30,"1,8,21,29,39",20
2010-02-02,29,"7,25,33,38,42",8
2010-01-29,28,"2,6,39,42,43",3
2010-01-26,27,"2,3,15,21,36",19
2010-01-22,26,"7,11,18,19,34",7
2010-01-19,25,"10,16,18,21,38",18
2010-01-15,24,"1,5,21,42,44",8
2010-01-12,23,"10,11,18,30,35",7
2010-01-08,22,"6,15,27,39,45",19
2010-01-05,21,"1,8,31,43,44",11
2010-01-01,20,"17,21,24,32,37",10
2009-12-29,19,"18,27,32,38,42",20
2009-12-22,18,"2,14,27,39,42",10
2009-12-18,17,"5,8,11,28,34",15
2009-12-15,16,"7,29,31,32,39",13
2009-12-11,15,"10,20,22,23,35",17
2009-12-08,14,"13,16,37,39,42",7
2009-12-04,13,"17,23,27,38,43",4
2009-12-01,12,"5,8,25,41,45",13
2009-11-27,11,"12,18,31,37,45",16
2009-11-24,10,"1,18,19,32,42",9
2009-11-20,9,"12,16,28,42,44",4
2009-11-17,8,"1,9,23,41,43",3
2009-11-13,7,"32,35,38,39,43",19
2009-11-10,6,"12,20,22,28,33",14
2009-11-06,5,"10,17,23,31,42",19
2009-11-03,4,"18,24,27,36,40",11
2009-10-30,3,"11,14,16,30,31",8
2009-10-27,2,"5,15,17,31,37",3
2009-10-23,1,"12,15,20,36,38",6
